2025-03-07 17:10:10.981, FPS = 71.73391: Left Eye Position - X: -0.05682675, Y: 0.05468299, Z: 0.2909051, Gaze: (0.09, 0.28, 0.95) / Right Eye Position - X: 0.0100476, Y: 0.05718635, Z: 0.2838275, Gaze: (0.09, 0.28, 0.95)
2025-03-07 17:10:11.983, FPS = 71.78529: Left Eye Position - X: -0.05163899, Y: 0.05448241, Z: 0.2895259, Gaze: (0.13, 0.27, 0.95) / Right Eye Position - X: 0.01498464, Y: 0.05602397, Z: 0.2801741, Gaze: (0.13, 0.27, 0.95)
2025-03-07 17:10:12.985, FPS = 72.84087: Left Eye Position - X: -0.05408155, Y: 0.05209206, Z: 0.2909632, Gaze: (0.11, 0.25, 0.96) / Right Eye Position - X: 0.01264554, Y: 0.05404748, Z: 0.2824655, Gaze: (0.11, 0.25, 0.96)
2025-03-07 17:10:13.988, FPS = 72.31857: Left Eye Position - X: -0.05623604, Y: 0.06154729, Z: 0.2851431, Gaze: (0.12, 0.37, 0.92) / Right Eye Position - X: 0.01018104, Y: 0.06569231, Z: 0.2751367, Gaze: (0.12, 0.37, 0.92)
2025-03-07 17:10:14.991, FPS = 72.15569: Left Eye Position - X: -0.05700167, Y: 0.06261811, Z: 0.2783007, Gaze: (0.12, 0.36, 0.92) / Right Eye Position - X: 0.009301756, Y: 0.06696764, Z: 0.2676481, Gaze: (0.12, 0.36, 0.92)
2025-03-07 17:10:15.991, FPS = 71.1736: Left Eye Position - X: -0.05525338, Y: 0.06245023, Z: 0.2793373, Gaze: (0.14, 0.36, 0.92) / Right Eye Position - X: 0.01093986, Y: 0.06637451, Z: 0.2678658, Gaze: (0.14, 0.36, 0.92)
2025-03-07 17:10:16.994, FPS = 70.92713: Left Eye Position - X: -0.05193861, Y: 0.06424368, Z: 0.2791719, Gaze: (0.17, 0.38, 0.91) / Right Eye Position - X: 0.01382192, Y: 0.06816355, Z: 0.2654341, Gaze: (0.17, 0.38, 0.91)
2025-03-07 17:10:17.995, FPS = 72.01943: Left Eye Position - X: -0.05951216, Y: 0.05958272, Z: 0.2810179, Gaze: (-0.04, 0.29, 0.96) / Right Eye Position - X: 0.007652085, Y: 0.05739577, Z: 0.2845847, Gaze: (-0.04, 0.29, 0.96)
2025-03-07 17:10:18.998, FPS = 71.99999: Left Eye Position - X: -0.05529901, Y: 0.06619053, Z: 0.2794008, Gaze: (-0.01, 0.33, 0.94) / Right Eye Position - X: 0.01186813, Y: 0.0626707, Z: 0.2815747, Gaze: (-0.01, 0.33, 0.94)
2025-03-07 17:10:20.001, FPS = 70.65491: Left Eye Position - X: -0.05462514, Y: 0.06397264, Z: 0.2813529, Gaze: (0.00, 0.32, 0.95) / Right Eye Position - X: 0.01255283, Y: 0.06030665, Z: 0.2828432, Gaze: (0.00, 0.32, 0.95)
2025-03-07 17:10:21.003, FPS = 71.74708: Left Eye Position - X: -0.05396684, Y: 0.06347588, Z: 0.2797441, Gaze: (0.00, 0.31, 0.95) / Right Eye Position - X: 0.01321523, Y: 0.05976693, Z: 0.2809067, Gaze: (0.00, 0.31, 0.95)
